Review_ID,ID (SKU),Customer_ID,Order_item_ID,Order_ID,Size,Color,Rating,Review_title,Review_text,Fit_feedback,Verified_purchase,Helpful_votes,Reviewed_at
REV-000122,APL-TOP-M-006,CUST-0025,OI-000263,ORD-2026-000167,S,Black,5,Repeat purchase for sure,Turned out even better in person. Liked the full sleeve detail. No complaints at all.,Too small,TRUE,5,2026-06-29
REV-000123,APL-TOP-F-023,CUST-0124,OI-000264,ORD-2026-000168,M,Emerald,3,Average,"Wanted it for evening wear but it doesn't look the part. It's fine — nothing wrong with it, but nothing special either.",True to size,TRUE,12,2026-06-10
REV-000124,APL-TOP-M-053,CUST-0124,OI-000265,ORD-2026-000168,S,Sand,4,Would recommend,The relaxed fit is spot on for me. Very happy overall; delivery was quick too. Only wish there were more colour options.,True to size,TRUE,4,2026-06-15
REV-000125,APL-BTM-F-084,CUST-0004,OI-000272,ORD-2026-000172,XL,Taupe,4,Would recommend,Pretty much as described. The poly-viscose feels great against the skin. Took one wash to soften up.,True to size,TRUE,7,2026-06-17
REV-000126,APL-TOP-F-072,CUST-0093,OI-000274,ORD-2026-000174,XXL,Black,3,Does the job,"Wasn't sold on the full sleeve detail. Comfortable enough, though the fabric feels thinner than I expected.",Too small,TRUE,10,2026-07-17
REV-000127,APL-BTM-M-066,CUST-0047,OI-000276,ORD-2026-000176,XL,Navy,3,Average,"Wanted it for lounge wear but it doesn't look the part. Comfortable enough, though the fabric feels thinner than I expected.",Too large,TRUE,0,2026-07-06
REV-000128,APL-ACC-F-044,CUST-0161,OI-000279,ORD-2026-000178,Free Size,Forest Green,4,Solid buy,Pretty much as described. The corduroy feels great against the skin. Took one wash to soften up.,,TRUE,13,2026-07-18
REV-000129,APL-TOP-F-019,CUST-0161,OI-000280,ORD-2026-000178,L,Floral Teal,5,Exactly what I wanted,The viscose feels great against the skin. Comfortable all day and the colour hasn't faded after two washes.,True to size,TRUE,5,2026-07-18
REV-000130,APL-TOP-M-053,CUST-0161,OI-000281,ORD-2026-000178,XS,Sand,4,Happy with this,The linen-cotton blend feels great against the skin. Looks smart and holds shape well. Docking a star because the stitching near the hem is a bit loose.,True to size,TRUE,7,2026-07-18
REV-000131,APL-ACC-M-035,CUST-0039,OI-000285,ORD-2026-000180,Free Size,Silver-Grey,5,Worth every rupee,The metal aviator does its job well in bright sun. Comfortable all day and the colour hasn't faded after two washes.,,TRUE,13,2026-07-18
REV-000132,APL-TOP-M-008,CUST-0111,OI-000287,ORD-2026-000181,XL,Steel Grey,1,Sending it back,Wasn't sold on the sleeveless detail. Arrived in poor condition and clearly not worth the money.,True to size,TRUE,4,2026-06-29
REV-000133,APL-TOP-M-002,CUST-0020,OI-000289,ORD-2026-000182,XS,White,1,Sending it back,Complete miss. The cotton oxford isn't as substantial as I hoped. Returned it the same week.,True to size,TRUE,9,2026-07-18
REV-000134,APL-TOP-M-054,CUST-0020,OI-000290,ORD-2026-000182,L,Grey Melange,5,Repeat purchase for sure,The cotton fleece feels great against the skin. Comfortable all day and the colour hasn't faded after two washes.,True to size,TRUE,14,2026-07-12
REV-000135,APL-BTM-M-010,CUST-0020,OI-000291,ORD-2026-000182,XS,Indigo,3,Does the job,"The slim fit didn't work on my frame. It's fine — nothing wrong with it, but nothing special either.",Too large,TRUE,12,2026-07-18
REV-000136,APL-TOP-M-005,CUST-0069,OI-000292,ORD-2026-000183,M,Navy,1,Sending it back,The acrylic-wool blend isn't as substantial as I hoped. Fabric quality is nowhere near what's described. Avoid.,Too small,TRUE,12,2026-07-10
REV-000137,APL-TOP-M-055,CUST-0069,OI-000293,ORD-2026-000183,M,Black,3,"Decent, not remarkable","The cotton-acrylic knit isn't as substantial as I hoped. Comfortable enough, though the fabric feels thinner than I expected.",Too large,TRUE,5,2026-07-16
REV-000138,APL-ACC-F-037,CUST-0097,OI-000297,ORD-2026-000185,Free Size,Glossy Black,3,Mixed feelings,"The acetate cat-eye feels flimsy for the price. Comfortable enough, though the fabric feels thinner than I expected.",,TRUE,13,2026-07-18
REV-000139,APL-BTM-M-067,CUST-0094,OI-000299,ORD-2026-000187,XL,Brown,2,Expected better,"Far too roomy for the size I ordered. The fit is much more generous than the size chart suggests, so size down.",Too large,TRUE,17,2026-07-05
REV-000140,APL-ACC-F-099,CUST-0066,OI-000305,ORD-2026-000190,S,Black-Grey,2,Wouldn't buy again,Underwhelming. The cotton-spandex isn't as substantial as I hoped. The photos are far more flattering than the actual product.,,TRUE,9,2026-07-14
REV-000141,APL-TOP-M-001,CUST-0015,OI-000308,ORD-2026-000193,XL,White,5,Repeat purchase for sure,The 100% combed cotton feels great against the skin. Fits beautifully and the finish feels premium — I've worn it several times already.,True to size,TRUE,18,2026-07-18
REV-000142,APL-ACC-M-042,CUST-0138,OI-000309,ORD-2026-000194,Free Size,Black,4,Happy with this,Wore it for a running outing and it was perfect. Very happy overall; delivery was quick too. Only wish there were more colour options.,,TRUE,3,2026-07-14
REV-000143,APL-TOP-M-053,CUST-0138,OI-000310,ORD-2026-000194,L,Sand,3,Average,"The linen-cotton blend isn't as substantial as I hoped. It's fine — nothing wrong with it, but nothing special either.",Too small,TRUE,2,2026-07-16
REV-000144,APL-TOP-F-026,CUST-0138,OI-000311,ORD-2026-000194,XL,Sky,5,Repeat purchase for sure,Liked the sleeveless detail. Comfortable all day and the colour hasn't faded after two washes.,True to size,TRUE,30,2026-07-10
REV-000145,APL-TOP-M-004,CUST-0119,OI-000313,ORD-2026-000195,L,Maroon,5,Worth every rupee,Turned out even better in person. Liked the full sleeve detail. No complaints at all.,True to size,TRUE,26,2026-07-07
REV-000146,APL-BTM-M-064,CUST-0119,OI-000314,ORD-2026-000195,S,Navy,3,Mixed feelings,"The slim fit didn't work on my frame. Comfortable enough, though the fabric feels thinner than I expected.",True to size,TRUE,5,2026-06-24
REV-000147,APL-TOP-M-056,CUST-0119,OI-000315,ORD-2026-000195,M,Washed Black,5,Repeat purchase for sure,Great pick for the price. Liked the full sleeve detail. Ordering another one in a different shade.,True to size,TRUE,19,2026-06-25
REV-000148,APL-TOP-F-076,CUST-0152,OI-000316,ORD-2026-000196,XS,Lilac,4,Solid buy,"Good quality and comfortable. The cropped boxy fit is spot on for me. Slightly pricier than I'd like, but I'd buy it again.",True to size,TRUE,9,2026-07-13
REV-000149,APL-BTM-M-012,CUST-0152,OI-000317,ORD-2026-000196,M,Black,3,Mixed feelings,"The tapered fit didn't work on my frame. Comfortable enough, though the fabric feels thinner than I expected.",Too small,TRUE,5,2026-07-12
REV-000150,APL-TOP-M-005,CUST-0055,OI-000320,ORD-2026-000197,XL,Beige,4,Happy with this,Liked the full sleeve detail. Very happy overall; delivery was quick too. Only wish there were more colour options.,True to size,TRUE,9,2026-07-18
REV-000151,APL-BTM-M-011,CUST-0055,OI-000321,ORD-2026-000197,XL,Navy,5,Exactly what I wanted,Liked the mid-rise detail. Fits beautifully and the finish feels premium — I've worn it several times already.,True to size,TRUE,6,2026-07-18
REV-000152,APL-BTM-F-084,CUST-0051,OI-000323,ORD-2026-000199,XXL,Taupe,4,Would recommend,"Good quality and comfortable. The poly-viscose feels great against the skin. Slightly pricier than I'd like, but I'd buy it again.",True to size,TRUE,5,2026-07-07
REV-000153,APL-TOP-F-025,CUST-0024,OI-000326,ORD-2026-000200,XXL,Oatmeal,5,Better than expected,The acrylic knit feels great against the skin. Fits beautifully and the finish feels premium — I've worn it several times already.,True to size,TRUE,4,2026-07-11
REV-000154,APL-TOP-M-054,CUST-0024,OI-000327,ORD-2026-000200,S,Forest Green,5,Absolutely love it,Great pick for the price. The regular fit is spot on for me. Ordering another one in a different shade.,True to size,TRUE,29,2026-07-07
REV-000155,APL-BTM-F-027,CUST-0029,OI-000328,ORD-2026-000201,XXL,Indigo,5,Better than expected,The stretch denim feels great against the skin. Comfortable all day and the colour hasn't faded after two washes.,True to size,TRUE,5,2026-07-18
REV-000156,APL-BTM-F-079,CUST-0062,OI-000331,ORD-2026-000204,S,Light Blue,5,Repeat purchase for sure,Great pick for the price. The denim feels great against the skin. Ordering another one in a different shade.,True to size,TRUE,3,2026-07-16
REV-000157,APL-TOP-F-071,CUST-0062,OI-000332,ORD-2026-000204,M,Light Blue,5,Worth every rupee,The denim feels great against the skin. Fits beautifully and the finish feels premium — I've worn it several times already.,True to size,TRUE,6,2026-07-03
REV-000158,APL-ACC-M-095,CUST-0062,OI-000333,ORD-2026-000204,Free Size,Camel,3,Okay for the price,Reasonable for what I paid. Wanted it for smart casual wear but it doesn't look the part. The colour is a shade duller than the photos.,,TRUE,2,2026-07-16
REV-000159,APL-TOP-F-024,CUST-0062,OI-000334,ORD-2026-000204,XXL,Grey,5,Better than expected,Great pick for the price. The cropped fit is spot on for me. Ordering another one in a different shade.,True to size,TRUE,18,2026-07-05
REV-000160,APL-TOP-M-059,CUST-0060,OI-000335,ORD-2026-000205,XXL,Ivory,3,Average,"The tailored fit didn't work on my frame. Comfortable enough, though the fabric feels thinner than I expected.",True to size,TRUE,10,2026-06-30
REV-000161,APL-BTM-F-034,CUST-0057,OI-000338,ORD-2026-000207,XL,Black,4,"Really good, minor niggles",The denim-look knit feels great against the skin. Very happy overall; delivery was quick too. Only wish there were more colour options.,True to size,TRUE,4,2026-07-04
REV-000162,APL-BTM-F-080,CUST-0057,OI-000339,ORD-2026-000207,XS,Black,5,Repeat purchase for sure,Great pick for the price. The compression fit is spot on for me. Ordering another one in a different shade.,True to size,TRUE,13,2026-07-12
REV-000163,APL-TOP-M-058,CUST-0173,OI-000341,ORD-2026-000208,XS,Black,5,Absolutely love it,The cotton-poly feels great against the skin. Comfortable all day and the colour hasn't faded after two washes.,Too large,TRUE,3,2026-06-29
REV-000164,APL-BTM-M-065,CUST-0061,OI-000343,ORD-2026-000209,XS,Olive,2,Disappointed,Runs at least one size small — I usually take this size and couldn't get it on comfortably. Returned for the next size up.,Too small,TRUE,14,2026-07-11
REV-000165,APL-TOP-F-071,CUST-0122,OI-000345,ORD-2026-000210,XL,White,3,Okay for the price,"The denim isn't as substantial as I hoped. It's fine — nothing wrong with it, but nothing special either.",True to size,TRUE,9,2026-06-29
REV-000166,APL-ACC-M-096,CUST-0031,OI-000346,ORD-2026-000211,L,Black,5,Better than expected,Turned out even better in person. The bamboo viscose blend feels great against the skin. No complaints at all.,,TRUE,15,2026-07-13
REV-000167,APL-ACC-M-096,CUST-0156,OI-000347,ORD-2026-000212,S,Grey,2,Expected better,The colour is well off what's shown online; much more muted in daylight. Had to return it.,,TRUE,10,2026-06-22
REV-000168,APL-BTM-M-063,CUST-0156,OI-000348,ORD-2026-000212,L,Cobalt,3,Average,No real fault with the product — it just wasn't what I needed after seeing it in person. Return process was smooth.,,TRUE,5,2026-06-22
REV-000169,APL-BTM-F-084,CUST-0101,OI-000354,ORD-2026-000215,XL,Taupe,5,Exactly what I wanted,The poly-viscose feels great against the skin. Comfortable all day and the colour hasn't faded after two washes.,Too large,TRUE,12,2026-07-11
REV-000170,APL-TOP-M-052,CUST-0137,OI-000355,ORD-2026-000216,S,Red-Black Check,5,Exactly what I wanted,Great pick for the price. Liked the full sleeve detail. Ordering another one in a different shade.,True to size,TRUE,32,2026-07-18
REV-000171,APL-BTM-M-064,CUST-0137,OI-000356,ORD-2026-000216,XS,Navy,4,Solid buy,Pretty much as described. Wore it for a casual outing and it was perfect. Took one wash to soften up.,True to size,TRUE,3,2026-07-18
REV-000172,APL-BTM-M-065,CUST-0137,OI-000357,ORD-2026-000216,M,Olive,5,Exactly what I wanted,Great pick for the price. Wore it for a casual outing and it was perfect. Ordering another one in a different shade.,True to size,TRUE,8,2026-07-14
REV-000173,APL-BTM-F-083,CUST-0137,OI-000358,ORD-2026-000216,XL,Black,5,Absolutely love it,Turned out even better in person. The nylon-spandex feels great against the skin. No complaints at all.,Too large,TRUE,7,2026-07-14
REV-000174,APL-BTM-F-083,CUST-0067,OI-000359,ORD-2026-000217,S,Black,4,"Really good, minor niggles",The flared fit is spot on for me. Looks smart and holds shape well. Docking a star because the stitching near the hem is a bit loose.,True to size,TRUE,6,2026-07-14
REV-000175,APL-BTM-F-078,CUST-0067,OI-000360,ORD-2026-000217,XS,Dark Blue,5,Better than expected,Great pick for the price. Liked the dark detail. Ordering another one in a different shade.,True to size,TRUE,3,2026-07-12
REV-000176,APL-TOP-M-006,CUST-0093,OI-000361,ORD-2026-000218,XS,Olive,5,Absolutely love it,Liked the full sleeve detail. Comfortable all day and the colour hasn't faded after two washes.,True to size,TRUE,7,2026-07-17
REV-000177,APL-TOP-F-074,CUST-0079,OI-000365,ORD-2026-000219,XS,Black,3,"Decent, not remarkable",Does the job for everyday use. The slim fit didn't work on my frame. Not sure it'll last a season of regular wear.,Too small,TRUE,5,2026-07-14
REV-000178,APL-BTM-M-064,CUST-0017,OI-000367,ORD-2026-000220,L,Khaki,4,Would recommend,The cotton-elastane twill feels great against the skin. Very happy overall; delivery was quick too. Only wish there were more colour options.,True to size,TRUE,6,2026-07-18
REV-000179,APL-BTM-M-064,CUST-0084,OI-000369,ORD-2026-000222,XS,Coral,4,Would recommend,The cotton-elastane twill feels great against the skin. Very happy overall; delivery was quick too. Only wish there were more colour options.,True to size,TRUE,3,2026-07-08
REV-000180,APL-TOP-M-059,CUST-0161,OI-000374,ORD-2026-000227,XL,Charcoal,4,"Really good, minor niggles","Good quality and comfortable. The jacquard poly-silk feels great against the skin. Slightly pricier than I'd like, but I'd buy it again.",True to size,TRUE,8,2026-07-12
REV-000181,APL-BTM-M-060,CUST-0161,OI-000375,ORD-2026-000227,XXL,Washed Blue,4,Happy with this,Pretty much as described. Wore it for a casual outing and it was perfect. Took one wash to soften up.,True to size,TRUE,4,2026-07-06
REV-000182,APL-TOP-F-073,CUST-0082,OI-000376,ORD-2026-000228,S,Cream,5,Better than expected,Liked the full sleeve detail. Fits beautifully and the finish feels premium — I've worn it several times already.,True to size,TRUE,8,2026-06-28
REV-000183,APL-TOP-M-055,CUST-0145,OI-000382,ORD-2026-000232,M,Camel,2,Expected better,The material feels much thinner and rougher than described. Not acceptable at this price.,,TRUE,3,2026-07-04
REV-000184,APL-TOP-F-022,CUST-0145,OI-000383,ORD-2026-000232,XXL,Powder Blue,2,Expected better,The colour is well off what's shown online; much more muted in daylight. Had to return it.,,TRUE,6,2026-06-26
REV-000185,APL-TOP-M-007,CUST-0027,OI-000384,ORD-2026-000233,M,White,4,Happy with this,Pretty much as described. Liked the full sleeve detail. Took one wash to soften up.,Too large,TRUE,7,2026-06-23
REV-000186,APL-TOP-F-024,CUST-0118,OI-000388,ORD-2026-000235,XS,Lilac,2,Wouldn't buy again,The cropped fit didn't work on my frame. Quality doesn't match the price — the material feels cheap up close.,True to size,TRUE,17,2026-06-29
REV-000187,APL-BTM-M-067,CUST-0118,OI-000389,ORD-2026-000235,XXL,Brown,5,Exactly what I wanted,Great pick for the price. Liked the mid-rise detail. Ordering another one in a different shade.,True to size,TRUE,29,2026-07-01
REV-000188,APL-BTM-F-030,CUST-0105,OI-000391,ORD-2026-000237,XXL,Blush Pink,2,Expected better,Underwhelming. The polyester isn't as substantial as I hoped. The photos are far more flattering than the actual product.,Too small,TRUE,6,2026-07-13
REV-000189,APL-TOP-M-008,CUST-0092,OI-000394,ORD-2026-000239,L,Electric Blue,5,Absolutely love it,Great pick for the price. Liked the sleeveless detail. Ordering another one in a different shade.,True to size,TRUE,31,2026-07-12
REV-000190,APL-TOP-F-023,CUST-0046,OI-000396,ORD-2026-000241,S,Emerald,2,Disappointed,Underwhelming. Wanted it for evening wear but it doesn't look the part. The photos are far more flattering than the actual product.,Too large,TRUE,13,2026-07-04
REV-000191,APL-BTM-M-014,CUST-0046,OI-000398,ORD-2026-000241,L,Charcoal,5,Exactly what I wanted,The tailored fit is spot on for me. Comfortable all day and the colour hasn't faded after two washes.,Too small,TRUE,18,2026-07-12
REV-000192,APL-ACC-M-091,CUST-0177,OI-000401,ORD-2026-000243,Free Size,Beige,4,Would recommend,"Good quality and comfortable. Liked the packable detail. Slightly pricier than I'd like, but I'd buy it again.",,TRUE,2,2026-06-03
REV-000193,APL-TOP-M-005,CUST-0094,OI-000405,ORD-2026-000246,M,Navy,5,Repeat purchase for sure,Great pick for the price. The acrylic-wool blend feels great against the skin. Ordering another one in a different shade.,True to size,TRUE,11,2026-07-07
REV-000194,APL-TOP-M-059,CUST-0113,OI-000408,ORD-2026-000247,L,Charcoal,4,Good quality for the price,The jacquard poly-silk feels great against the skin. Very happy overall; delivery was quick too. Only wish there were more colour options.,True to size,TRUE,6,2026-07-18
REV-000195,APL-BTM-M-060,CUST-0087,OI-000409,ORD-2026-000248,S,Washed Blue,5,Exactly what I wanted,Turned out even better in person. The stretch denim feels great against the skin. No complaints at all.,True to size,TRUE,8,2026-07-18
REV-000196,APL-TOP-F-068,CUST-0118,OI-000410,ORD-2026-000249,L,Dusty Rose,4,Happy with this,Pretty much as described. The regular fit is spot on for me. Took one wash to soften up.,True to size,TRUE,10,2026-07-18
REV-000197,APL-BTM-M-014,CUST-0165,OI-000411,ORD-2026-000250,XL,Black,5,Exactly what I wanted,Turned out even better in person. Liked the mid-rise detail. No complaints at all.,True to size,TRUE,21,2026-06-24
REV-000198,APL-ACC-M-096,CUST-0010,OI-000412,ORD-2026-000251,M,Navy,5,Repeat purchase for sure,Turned out even better in person. Wore it for a everyday outing and it was perfect. No complaints at all.,,TRUE,17,2026-06-09
REV-000199,APL-BTM-M-063,CUST-0126,OI-000414,ORD-2026-000252,M,Cobalt,5,Worth every rupee,"Liked the inner brief, reflective print detail. Fits beautifully and the finish feels premium — I've worn it several times already.",True to size,TRUE,22,2026-07-12
REV-000200,APL-TOP-M-006,CUST-0001,OI-000415,ORD-2026-000253,XS,Black,4,Good quality for the price,Pretty much as described. The regular fit is spot on for me. Took one wash to soften up.,True to size,TRUE,15,2026-06-24
REV-000201,APL-BTM-M-064,CUST-0109,OI-000416,ORD-2026-000254,XL,Khaki,5,Worth every rupee,Great pick for the price. The cotton-elastane twill feels great against the skin. Ordering another one in a different shade.,Too large,TRUE,29,2026-06-29
REV-000202,APL-TOP-F-021,CUST-0109,OI-000417,ORD-2026-000254,L,Teal,5,Better than expected,Turned out even better in person. The rayon feels great against the skin. No complaints at all.,True to size,TRUE,26,2026-06-29
REV-000203,APL-BTM-M-064,CUST-0109,OI-000418,ORD-2026-000254,L,Khaki,5,Absolutely love it,Turned out even better in person. The cotton-elastane twill feels great against the skin. No complaints at all.,Too large,TRUE,34,2026-07-08
REV-000204,APL-ACC-M-097,CUST-0170,OI-000423,ORD-2026-000255,L,Assorted Prints,5,Repeat purchase for sure,The cotton blend feels great against the skin. Comfortable all day and the colour hasn't faded after two washes.,,TRUE,6,2026-07-16
REV-000205,APL-TOP-M-052,CUST-0112,OI-000427,ORD-2026-000259,XS,Green-Navy Check,3,Mixed feelings,Does the job for everyday use. Wasn't sold on the full sleeve detail. Not sure it'll last a season of regular wear.,True to size,TRUE,6,2026-06-27
REV-000206,APL-TOP-F-069,CUST-0112,OI-000428,ORD-2026-000259,XS,Black,3,Average,"The second-skin fit didn't work on my frame. It's fine — nothing wrong with it, but nothing special either.",True to size,TRUE,2,2026-07-01
REV-000207,APL-ACC-F-050,CUST-0066,OI-000429,ORD-2026-000260,L,White,5,Worth every rupee,Great pick for the price. The cotton-poly feels great against the skin. Ordering another one in a different shade.,,TRUE,24,2026-07-18
REV-000208,APL-TOP-F-021,CUST-0066,OI-000430,ORD-2026-000260,XL,Coral,5,Repeat purchase for sure,Liked the three-quarter detail. Fits beautifully and the finish feels premium — I've worn it several times already.,True to size,TRUE,30,2026-07-18
REV-000209,APL-BTM-M-013,CUST-0082,OI-000432,ORD-2026-000262,XXL,Khaki,4,"Really good, minor niggles",Pretty much as described. The regular fit is spot on for me. Took one wash to soften up.,True to size,TRUE,6,2026-06-27
REV-000210,APL-TOP-F-020,CUST-0060,OI-000434,ORD-2026-000264,XXL,White,2,Expected better,"Far too roomy for the size I ordered. The fit is much more generous than the size chart suggests, so size down.",Too large,TRUE,8,2026-06-19
REV-000211,APL-BTM-M-065,CUST-0132,OI-000435,ORD-2026-000265,M,Olive,4,Would recommend,"Good quality and comfortable. Wore it for a casual outing and it was perfect. Slightly pricier than I'd like, but I'd buy it again.",True to size,TRUE,8,2026-06-23
REV-000212,APL-BTM-F-082,CUST-0134,OI-000439,ORD-2026-000267,XS,Blush,2,Disappointed,The material feels much thinner and rougher than described. Not acceptable at this price.,,TRUE,10,2026-06-26
REV-000213,APL-TOP-M-004,CUST-0096,OI-000440,ORD-2026-000268,M,Maroon,2,Wouldn't buy again,The colour is well off what's shown online; much more muted in daylight. Had to return it.,,TRUE,7,2026-06-20
REV-000214,APL-BTM-M-064,CUST-0096,OI-000441,ORD-2026-000268,L,Coral,2,Not as described,The colour is well off what's shown online; much more muted in daylight. Had to return it.,,TRUE,3,2026-06-22
REV-000215,APL-TOP-M-054,CUST-0034,OI-000446,ORD-2026-000271,XXL,Forest Green,4,Would recommend,"Good quality and comfortable. The cotton fleece feels great against the skin. Slightly pricier than I'd like, but I'd buy it again.",True to size,TRUE,3,2026-06-10
REV-000216,APL-TOP-M-051,CUST-0169,OI-000447,ORD-2026-000272,M,Olive-Cream,2,Not as described,"Far too roomy for the size I ordered. The fit is much more generous than the size chart suggests, so size down.",Too large,TRUE,4,2026-06-17
REV-000217,APL-ACC-M-035,CUST-0106,OI-000449,ORD-2026-000273,Free Size,Gold-Green,4,Solid buy,The uv400 polarized does its job well in bright sun. Very happy overall; delivery was quick too. Only wish there were more colour options.,,TRUE,4,2026-07-03
REV-000218,APL-TOP-M-058,CUST-0106,OI-000450,ORD-2026-000273,XS,Black,5,Worth every rupee,The regular fit is spot on for me. Comfortable all day and the colour hasn't faded after two washes.,Too large,TRUE,1,2026-07-04
REV-000219,APL-BTM-M-066,CUST-0106,OI-000451,ORD-2026-000273,XXL,Grey Melange,5,Repeat purchase for sure,The relaxed fit is spot on for me. Comfortable all day and the colour hasn't faded after two washes.,True to size,TRUE,32,2026-07-03
REV-000220,APL-TOP-F-024,CUST-0018,OI-000459,ORD-2026-000276,M,Lilac,4,Good quality for the price,The cropped fit is spot on for me. Very happy overall; delivery was quick too. Only wish there were more colour options.,True to size,TRUE,8,2026-07-11
REV-000221,APL-TOP-M-054,CUST-0132,OI-000460,ORD-2026-000277,XXL,Grey Melange,5,Better than expected,Great pick for the price. The regular fit is spot on for me. Ordering another one in a different shade.,Too large,TRUE,26,2026-07-04
REV-000222,APL-TOP-F-068,CUST-0048,OI-000462,ORD-2026-000278,XL,Ivory,4,Good quality for the price,The poly crepe feels great against the skin. Very happy overall; delivery was quick too. Only wish there were more colour options.,True to size,TRUE,6,2026-06-25
REV-000223,APL-TOP-M-001,CUST-0048,OI-000463,ORD-2026-000278,XS,Navy,5,Repeat purchase for sure,Turned out even better in person. The regular fit is spot on for me. No complaints at all.,Too large,TRUE,4,2026-06-20
REV-000224,APL-TOP-M-056,CUST-0024,OI-000465,ORD-2026-000280,XXL,Mid-Blue,5,Absolutely love it,Great pick for the price. Liked the full sleeve detail. Ordering another one in a different shade.,True to size,TRUE,16,2026-07-09
REV-000225,APL-TOP-M-059,CUST-0059,OI-000467,ORD-2026-000282,XS,Maroon,5,Exactly what I wanted,The tailored fit is spot on for me. Comfortable all day and the colour hasn't faded after two washes.,True to size,TRUE,7,2026-07-09
REV-000226,APL-TOP-M-057,CUST-0152,OI-000468,ORD-2026-000283,M,Black,3,Okay for the price,"Wasn't sold on the full sleeve detail. It's fine — nothing wrong with it, but nothing special either.",Too small,TRUE,0,2026-06-20
REV-000227,APL-ACC-F-100,CUST-0177,OI-000469,ORD-2026-000284,L,Black,3,Mixed feelings,Does the job for everyday use. The ribbed cotton blend isn't as substantial as I hoped. Not sure it'll last a season of regular wear.,,TRUE,9,2026-07-16
REV-000228,APL-TOP-F-069,CUST-0156,OI-000472,ORD-2026-000287,XXL,Black,3,"Decent, not remarkable",No real fault with the product — it just wasn't what I needed after seeing it in person. Return process was smooth.,,TRUE,11,2026-06-13
REV-000229,APL-TOP-M-004,CUST-0156,OI-000473,ORD-2026-000287,XS,Charcoal,2,Expected better,"Far too roomy for the size I ordered. The fit is much more generous than the size chart suggests, so size down.",Too large,TRUE,2,2026-06-29
REV-000230,APL-TOP-M-052,CUST-0156,OI-000475,ORD-2026-000287,XL,Red-Black Check,2,Not as described,Looks noticeably different from the listing photos — the cut and shade both surprised me. Sent it back.,,TRUE,9,2026-06-19
REV-000231,APL-BTM-M-013,CUST-0032,OI-000476,ORD-2026-000288,XS,Khaki,5,Absolutely love it,Turned out even better in person. The regular fit is spot on for me. No complaints at all.,True to size,TRUE,30,2026-06-28
REV-000232,APL-BTM-F-080,CUST-0032,OI-000477,ORD-2026-000288,S,Cocoa,5,Better than expected,The nylon-spandex feels great against the skin. Fits beautifully and the finish feels premium — I've worn it several times already.,True to size,TRUE,26,2026-06-27
REV-000233,APL-BTM-M-017,CUST-0051,OI-000479,ORD-2026-000290,L,Sage,3,Does the job,"Wanted it for lounge wear but it doesn't look the part. It's fine — nothing wrong with it, but nothing special either.",True to size,TRUE,5,2026-06-03
REV-000234,APL-BTM-F-081,CUST-0051,OI-000480,ORD-2026-000290,S,Black,5,Better than expected,Turned out even better in person. The wide cropped fit is spot on for me. No complaints at all.,True to size,TRUE,9,2026-06-05
REV-000235,APL-BTM-F-083,CUST-0144,OI-000484,ORD-2026-000292,S,Deep Plum,3,"Decent, not remarkable","Wasn't sold on the high-waist detail. It's fine — nothing wrong with it, but nothing special either.",Too small,TRUE,3,2026-07-18
REV-000236,APL-TOP-F-024,CUST-0126,OI-000487,ORD-2026-000294,S,Grey,4,"Really good, minor niggles",The cotton fleece feels great against the skin. Very happy overall; delivery was quick too. Only wish there were more colour options.,True to size,TRUE,10,2026-06-20
REV-000237,APL-ACC-F-038,CUST-0131,OI-000489,ORD-2026-000296,Free Size,Gunmetal,3,Does the job,"Wanted it for casual wear but it doesn't look the part. Comfortable enough, though the fabric feels thinner than I expected.",,TRUE,8,2026-06-13
REV-000238,APL-BTM-M-064,CUST-0131,OI-000490,ORD-2026-000296,S,Coral,4,"Really good, minor niggles",Pretty much as described. The slim fit is spot on for me. Took one wash to soften up.,True to size,TRUE,4,2026-06-02
REV-000239,APL-TOP-M-056,CUST-0021,OI-000492,ORD-2026-000298,XL,Washed Black,5,Worth every rupee,Turned out even better in person. Liked the full sleeve detail. No complaints at all.,True to size,TRUE,6,2026-07-14
REV-000240,APL-TOP-F-069,CUST-0016,OI-000493,ORD-2026-000299,L,Mocha,3,Does the job,Reasonable for what I paid. The second-skin fit didn't work on my frame. The colour is a shade duller than the photos.,Too large,TRUE,4,2026-06-17
REV-000241,APL-TOP-M-058,CUST-0016,OI-000494,ORD-2026-000299,M,White,5,Worth every rupee,Great pick for the price. Liked the half sleeve detail. Ordering another one in a different shade.,True to size,TRUE,22,2026-06-15
REV-000242,APL-BTM-F-080,CUST-0136,OI-000495,ORD-2026-000300,L,Black,5,Exactly what I wanted,Great pick for the price. Liked the high-waist detail. Ordering another one in a different shade.,True to size,TRUE,10,2026-06-06
REV-000243,APL-BTM-F-033,CUST-0136,OI-000496,ORD-2026-000300,XXL,Grey Melange,4,Would recommend,Pretty much as described. Wore it for a athleisure outing and it was perfect. Took one wash to soften up.,True to size,TRUE,4,2026-06-20
